"Species","ESV","Mean_Abundance"
"MOCH","ESV_097040",2.56410256410256
"MOCH","ESV_097583",2.53846153846154
"MOCH","ESV_097477",2.53846153846154
"MOCH","ESV_097035",2.53846153846154
"MOCH","ESV_097050",2.53846153846154
"MOCH","ESV_091202",2.48717948717949
"MOCH","ESV_097729",2.43589743589744
"MOCH","ESV_097649",2.43589743589744
"MOCH","ESV_097617",2.43589743589744
"MOCH","ESV_097529",2.38461538461538
"MOCH","ESV_097593",2.35897435897436
"MOCH","ESV_097778",2.33333333333333
"MOCH","ESV_097329",2.33333333333333
"MOCH","ESV_097974",2.30769230769231
"MOCH","ESV_097817",2.30769230769231
"MOCH","ESV_097030",2.30769230769231
"MOCH","ESV_097131",2.30769230769231
"MOCH","ESV_097798",2.28205128205128
"MOCH","ESV_097021",2.28205128205128
"MOCH","ESV_097308",2.28205128205128
"MOCH","ESV_002069",2.28205128205128
"MOCH","ESV_021458",2.25641025641026
"MOCH","ESV_097802",2.25641025641026
"MOCH","ESV_097382",2.25641025641026
"MOCH","ESV_097844",2.23076923076923
"MOCH","ESV_097484",2.23076923076923
"MOCH","ESV_097172",2.23076923076923
"MOCH","ESV_097130",2.20512820512821
"MOCH","ESV_097883",2.17948717948718
"MOCH","ESV_097465",2.17948717948718
"MOCH","ESV_097531",2.15384615384615
"MOCH","ESV_097295",2.15384615384615
"MOCH","ESV_097182",2.15384615384615
"MOCH","ESV_097936",2.12820512820513
"MOCH","ESV_097734",2.12820512820513
"MOCH","ESV_097832",2.1025641025641
"MOCH","ESV_097748",2.1025641025641
"MOCH","ESV_097755",2.1025641025641
"MOCH","ESV_097724",2.1025641025641
"MOCH","ESV_097424",2.1025641025641
"MOCH","ESV_097070",2.1025641025641
"MOCH","ESV_097455",2.1025641025641
"MOCH","ESV_072040",2.1025641025641
"MOCH","ESV_097365",2.1025641025641
"MOCH","ESV_097108",2.1025641025641
"MOCH","ESV_097096",2.07692307692308
"MOCH","ESV_097865",2.05128205128205
"MOCH","ESV_097695",2.05128205128205
"MOCH","ESV_001648",2.05128205128205
"MOCH","ESV_097393",2.02564102564103
"MOCH","ESV_097943",2
"MOCH","ESV_097864",2
"MOCH","ESV_097867",2
"MOCH","ESV_097753",2
"MOCH","ESV_097351",2
"MOCH","ESV_097335",1.97435897435897
"MOCH","ESV_097738",1.97435897435897
"MOCH","ESV_097760",1.97435897435897
"MOCH","ESV_097376",1.97435897435897
"MOCH","ESV_097348",1.97435897435897
"MOCH","ESV_097055",1.97435897435897
"MOCH","ESV_097887",1.94871794871795
"MOCH","ESV_097804",1.94871794871795
"MOCH","ESV_097496",1.94871794871795
"MOCH","ESV_097473",1.94871794871795
"MOCH","ESV_097487",1.94871794871795
"MOCH","ESV_097211",1.92307692307692
"MOCH","ESV_097999",1.8974358974359
"MOCH","ESV_097918",1.8974358974359
"MOCH","ESV_097744",1.8974358974359
"MOCH","ESV_097723",1.8974358974359
"MOCH","ESV_097148",1.8974358974359
"MOCH","ESV_019909",1.87179487179487
"MOCH","ESV_097435",1.87179487179487
"MOCH","ESV_097801",1.84615384615385
"MOCH","ESV_097806",1.84615384615385
"MOCH","ESV_097611",1.84615384615385
"MOCH","ESV_097550",1.84615384615385
"MOCH","ESV_097041",1.84615384615385
"MOCH","ESV_097838",1.82051282051282
"MOCH","ESV_097697",1.82051282051282
"MOCH","ESV_097082",1.82051282051282
"MOCH","ESV_097965",1.79487179487179
"MOCH","ESV_097742",1.79487179487179
"MOCH","ESV_097737",1.79487179487179
"MOCH","ESV_097721",1.79487179487179
"MOCH","ESV_097312",1.79487179487179
"MOCH","ESV_097185",1.79487179487179
"MOCH","ESV_097955",1.76923076923077
"MOCH","ESV_097987",1.76923076923077
"MOCH","ESV_097860",1.76923076923077
"MOCH","ESV_097548",1.76923076923077
"MOCH","ESV_097536",1.76923076923077
"MOCH","ESV_092850",1.76923076923077
"MOCH","ESV_096997",1.76923076923077
"MOCH","ESV_097821",1.74358974358974
"MOCH","ESV_097830",1.74358974358974
"MOCH","ESV_097630",1.74358974358974
"MOCH","ESV_097746",1.71794871794872
"MOCH","ESV_097586",1.71794871794872
"MOCH","ESV_097591",1.71794871794872
"MOCH","ESV_097340",1.71794871794872
"MOCH","ESV_004778",1.69230769230769
"MOCH","ESV_097600",1.69230769230769
"MOCH","ESV_097645",1.69230769230769
"MOCH","ESV_097402",1.69230769230769
"MOCH","ESV_097015",1.66666666666667
"MOCH","ESV_097020",1.66666666666667
"MOCH","ESV_097213",1.66666666666667
"MOCH","ESV_097121",1.66666666666667
"MOCH","ESV_097188",1.66666666666667
"MOCH","ESV_097926",1.64102564102564
"MOCH","ESV_097527",1.64102564102564
"MOCH","ESV_097207",1.64102564102564
"MOCH","ESV_098003",1.61538461538462
"MOCH","ESV_097175",1.61538461538462
"MOCH","ESV_097541",1.58974358974359
"MOCH","ESV_097820",1.56410256410256
"MOCH","ESV_097819",1.56410256410256
"MOCH","ESV_097731",1.56410256410256
"MOCH","ESV_097355",1.56410256410256
"MOCH","ESV_097245",1.56410256410256
"MOCH","ESV_056405",1.53846153846154
"MOCH","ESV_097628",1.53846153846154
"MOCH","ESV_097346",1.53846153846154
"MOCH","ESV_097249",1.53846153846154
"MOCH","ESV_097145",1.53846153846154
"MOCH","ESV_097024",1.53846153846154
"MOCH","ESV_097013",1.51282051282051
"MOCH","ESV_097466",1.51282051282051
"MOCH","ESV_097368",1.51282051282051
"MOCH","ESV_097921",1.48717948717949
"MOCH","ESV_097538",1.48717948717949
"MOCH","ESV_097414",1.48717948717949
"MOCH","ESV_097392",1.46153846153846
"MOCH","ESV_097292",1.46153846153846
"MOCH","ESV_097362",1.46153846153846
"MOCH","ESV_097287",1.46153846153846
"MOCH","ESV_097215",1.46153846153846
"MOCH","ESV_097076",1.46153846153846
"MOCH","ESV_097932",1.43589743589744
"MOCH","ESV_097772",1.43589743589744
"MOCH","ESV_097685",1.43589743589744
"MOCH","ESV_097235",1.43589743589744
"MOCH","ESV_097651",1.41025641025641
"MOCH","ESV_097421",1.41025641025641
"MOCH","ESV_097111",1.41025641025641
"MOCH","ESV_097669",1.38461538461538
"MOCH","ESV_001613",1.38461538461538
"MOCH","ESV_097243",1.38461538461538
"MOCH","ESV_097253",1.38461538461538
"MOCH","ESV_097826",1.35897435897436
"MOCH","ESV_002441",1.35897435897436
"MOCH","ESV_097567",1.35897435897436
"MOCH","ESV_097227",1.35897435897436
"MOCH","ESV_097948",1.33333333333333
"MOCH","ESV_097659",1.33333333333333
"MOCH","ESV_097449",1.33333333333333
"MOCH","ESV_097349",1.33333333333333
"MOCH","ESV_040868",1.33333333333333
"MOCH","ESV_097064",1.33333333333333
"MOCH","ESV_097963",1.30769230769231
"MOCH","ESV_097998",1.30769230769231
"MOCH","ESV_097331",1.30769230769231
"MOCH","ESV_097497",1.28205128205128
"MOCH","ESV_097036",1.28205128205128
"MOCH","ESV_097861",1.25641025641026
"MOCH","ESV_097781",1.25641025641026
"MOCH","ESV_097693",1.25641025641026
"MOCH","ESV_097333",1.25641025641026
"MOCH","ESV_097139",1.25641025641026
"MOCH","ESV_097991",1.23076923076923
"MOCH","ESV_098001",1.23076923076923
"MOCH","ESV_097908",1.23076923076923
"MOCH","ESV_004771",1.23076923076923
"MOCH","ESV_097296",1.23076923076923
"MOCH","ESV_096993",1.23076923076923
"MOCH","ESV_097001",1.23076923076923
"MOCH","ESV_097964",1.20512820512821
"MOCH","ESV_097917",1.20512820512821
"MOCH","ESV_097668",1.20512820512821
"MOCH","ESV_097556",1.20512820512821
"MOCH","ESV_097153",1.20512820512821
"MOCH","ESV_097855",1.17948717948718
"MOCH","ESV_097603",1.17948717948718
"MOCH","ESV_097689",1.15384615384615
"MOCH","ESV_097615",1.15384615384615
"MOCH","ESV_096981",1.15384615384615
"MOCH","ESV_097304",1.15384615384615
"MOCH","ESV_097777",1.12820512820513
"MOCH","ESV_097732",1.12820512820513
"MOCH","ESV_097547",1.12820512820513
"MOCH","ESV_097451",1.12820512820513
"MOCH","ESV_097023",1.1025641025641
"MOCH","ESV_097808",1.1025641025641
"MOCH","ESV_097717",1.1025641025641
"MOCH","ESV_097735",1.1025641025641
"MOCH","ESV_097665",1.1025641025641
"MOCH","ESV_097429",1.1025641025641
"MOCH","ESV_097378",1.1025641025641
"MOCH","ESV_097338",1.1025641025641
"MOCH","ESV_097960",1.07692307692308
"MOCH","ESV_097212",1.07692307692308
"MOCH","ESV_097138",1.07692307692308
"MOCH","ESV_097184",1.07692307692308
"MOCH","ESV_097042",1.07692307692308
"MOCH","ESV_097787",1.05128205128205
"MOCH","ESV_097300",1.05128205128205
"MOCH","ESV_097244",1.05128205128205
"MOCH","ESV_097079",1.05128205128205
"MOCH","ESV_097792",1.02564102564103
"MOCH","ESV_097478",1.02564102564103
"MOCH","ESV_097522",1.02564102564103
"MOCH","ESV_097319",1.02564102564103
"MOCH","ESV_097588",1
"MOCH","ESV_097629",1
"MOCH","ESV_097468",1
"MOCH","ESV_097480",1
"MOCH","ESV_097461",1
"MOCH","ESV_097332",1
"MOCH","ESV_097165",1
"MOCH","ESV_097173",1
"MOCH","ESV_097982",0.974358974358974
"MOCH","ESV_097962",0.974358974358974
"MOCH","ESV_097937",0.974358974358974
"MOCH","ESV_097850",0.974358974358974
"MOCH","ESV_097592",0.974358974358974
"MOCH","ESV_097501",0.974358974358974
"MOCH","ESV_097463",0.974358974358974
"MOCH","ESV_097363",0.974358974358974
"MOCH","ESV_097320",0.974358974358974
"MOCH","ESV_097851",0.948717948717949
"MOCH","ESV_097842",0.948717948717949
"MOCH","ESV_097816",0.948717948717949
"MOCH","ESV_097743",0.948717948717949
"MOCH","ESV_097570",0.948717948717949
"MOCH","ESV_097696",0.948717948717949
"MOCH","ESV_097577",0.948717948717949
"MOCH","ESV_097560",0.948717948717949
"MOCH","ESV_097828",0.923076923076923
"MOCH","ESV_097581",0.923076923076923
"MOCH","ESV_097557",0.923076923076923
"MOCH","ESV_097447",0.923076923076923
"MOCH","ESV_097052",0.923076923076923
"MOCH","ESV_097935",0.897435897435897
"MOCH","ESV_097807",0.897435897435897
"MOCH","ESV_097782",0.897435897435897
"MOCH","ESV_097691",0.897435897435897
"MOCH","ESV_097578",0.897435897435897
"MOCH","ESV_097415",0.897435897435897
"MOCH","ESV_097208",0.897435897435897
"MOCH","ESV_097128",0.897435897435897
"MOCH","ESV_097045",0.897435897435897
"MOCH","ESV_097875",0.871794871794872
"MOCH","ESV_097823",0.871794871794872
"MOCH","ESV_097552",0.871794871794872
"MOCH","ESV_097353",0.871794871794872
"MOCH","ESV_097938",0.846153846153846
"MOCH","ESV_097833",0.846153846153846
"MOCH","ESV_097250",0.846153846153846
"MOCH","ESV_097151",0.846153846153846
"MOCH","ESV_096994",0.846153846153846
"MOCH","ESV_097946",0.82051282051282
"MOCH","ESV_097880",0.82051282051282
"MOCH","ESV_097623",0.82051282051282
"MOCH","ESV_097396",0.82051282051282
"MOCH","ESV_097315",0.82051282051282
"MOCH","ESV_097205",0.82051282051282
"MOCH","ESV_097220",0.82051282051282
"MOCH","ESV_097136",0.82051282051282
"MOCH","ESV_097942",0.794871794871795
"MOCH","ESV_097800",0.794871794871795
"MOCH","ESV_097725",0.794871794871795
"MOCH","ESV_004562",0.794871794871795
"MOCH","ESV_097209",0.794871794871795
"MOCH","ESV_097142",0.794871794871795
"MOCH","ESV_097065",0.794871794871795
"MOCH","ESV_097984",0.769230769230769
"MOCH","ESV_011960",0.769230769230769
"MOCH","ESV_097446",0.769230769230769
"MOCH","ESV_097442",0.769230769230769
"MOCH","ESV_097202",0.769230769230769
"MOCH","ESV_097107",0.769230769230769
"MOCH","ESV_097075",0.769230769230769
"MOCH","ESV_097977",0.743589743589744
"MOCH","ESV_097789",0.743589743589744
"MOCH","ESV_097730",0.743589743589744
"MOCH","ESV_097661",0.743589743589744
"MOCH","ESV_097636",0.743589743589744
"MOCH","ESV_097374",0.743589743589744
"MOCH","ESV_097302",0.743589743589744
"MOCH","ESV_096991",0.743589743589744
"MOCH","ESV_097846",0.717948717948718
"MOCH","ESV_097783",0.717948717948718
"MOCH","ESV_097690",0.717948717948718
"MOCH","ESV_097519",0.717948717948718
"MOCH","ESV_097524",0.717948717948718
"MOCH","ESV_097526",0.717948717948718
"MOCH","ESV_097113",0.717948717948718
"MOCH","ESV_097911",0.692307692307692
"MOCH","ESV_097785",0.692307692307692
"MOCH","ESV_097715",0.692307692307692
"MOCH","ESV_097071",0.692307692307692
"MOCH","ESV_097448",0.692307692307692
"MOCH","ESV_097375",0.692307692307692
"MOCH","ESV_097282",0.692307692307692
"MOCH","ESV_097100",0.692307692307692
"MOCH","ESV_097167",0.692307692307692
"MOCH","ESV_097949",0.666666666666667
"MOCH","ESV_097863",0.666666666666667
"MOCH","ESV_097852",0.666666666666667
"MOCH","ESV_097648",0.666666666666667
"MOCH","ESV_097482",0.666666666666667
"MOCH","ESV_097458",0.666666666666667
"MOCH","ESV_090602",0.666666666666667
"MOCH","ESV_097037",0.666666666666667
"MOCH","ESV_011405",0.666666666666667
"MOCH","ESV_097952",0.641025641025641
"MOCH","ESV_097839",0.641025641025641
"MOCH","ESV_097666",0.641025641025641
"MOCH","ESV_097646",0.641025641025641
"MOCH","ESV_097575",0.641025641025641
"MOCH","ESV_097604",0.641025641025641
"MOCH","ESV_097474",0.641025641025641
"MOCH","ESV_097500",0.641025641025641
"MOCH","ESV_097423",0.641025641025641
"MOCH","ESV_097306",0.641025641025641
"MOCH","ESV_097160",0.641025641025641
"MOCH","ESV_097031",0.641025641025641
"MOCH","ESV_097951",0.615384615384615
"MOCH","ESV_097879",0.615384615384615
"MOCH","ESV_097928",0.615384615384615
"MOCH","ESV_097350",0.615384615384615
"MOCH","ESV_097283",0.615384615384615
"MOCH","ESV_097291",0.615384615384615
"MOCH","ESV_097192",0.615384615384615
"MOCH","ESV_097025",0.615384615384615
"MOCH","ESV_097051",0.615384615384615
"MOCH","ESV_097929",0.58974358974359
"MOCH","ESV_097829",0.58974358974359
"MOCH","ESV_097836",0.58974358974359
"MOCH","ESV_097582",0.58974358974359
"MOCH","ESV_097564",0.58974358974359
"MOCH","ESV_097371",0.58974358974359
"MOCH","ESV_097390",0.58974358974359
"MOCH","ESV_097186",0.58974358974359
"MOCH","ESV_097109",0.58974358974359
"MOCH","ESV_097069",0.58974358974359
"MOCH","ESV_097063",0.58974358974359
"MOCH","ESV_097029",0.58974358974359
"MOCH","ESV_097757",0.564102564102564
"MOCH","ESV_097776",0.564102564102564
"MOCH","ESV_097483",0.564102564102564
"MOCH","ESV_097545",0.564102564102564
"MOCH","ESV_097551",0.564102564102564
"MOCH","ESV_097441",0.564102564102564
"MOCH","ESV_097399",0.564102564102564
"MOCH","ESV_097385",0.564102564102564
"MOCH","ESV_097373",0.564102564102564
"MOCH","ESV_097289",0.564102564102564
"MOCH","ESV_097116",0.564102564102564
"MOCH","ESV_097090",0.564102564102564
"MOCH","ESV_097961",0.538461538461538
"MOCH","ESV_097958",0.538461538461538
"MOCH","ESV_097923",0.538461538461538
"MOCH","ESV_097809",0.538461538461538
"MOCH","ESV_097853",0.538461538461538
"MOCH","ESV_097714",0.538461538461538
"MOCH","ESV_097571",0.538461538461538
"MOCH","ESV_097576",0.538461538461538
"MOCH","ESV_097505",0.538461538461538
"MOCH","ESV_097425",0.538461538461538
"MOCH","ESV_097394",0.538461538461538
"MOCH","ESV_097443",0.538461538461538
"MOCH","ESV_097198",0.538461538461538
"MOCH","ESV_097171",0.538461538461538
"MOCH","ESV_097163",0.538461538461538
"MOCH","ESV_097161",0.538461538461538
"MOCH","ESV_097038",0.538461538461538
"MOCH","ESV_097967",0.512820512820513
"MOCH","ESV_097919",0.512820512820513
"MOCH","ESV_097720",0.512820512820513
"MOCH","ESV_083659",0.512820512820513
"MOCH","ESV_097502",0.512820512820513
"MOCH","ESV_097488",0.512820512820513
"MOCH","ESV_097323",0.512820512820513
"MOCH","ESV_097170",0.512820512820513
"MOCH","ESV_097012",0.512820512820513
"MOCH","ESV_097664",0.487179487179487
"MOCH","ESV_097703",0.487179487179487
"MOCH","ESV_097711",0.487179487179487
"MOCH","ESV_097612",0.487179487179487
"MOCH","ESV_097428",0.487179487179487
"MOCH","ESV_097239",0.487179487179487
"MOCH","ESV_097078",0.487179487179487
"MOCH","ESV_097656",0.461538461538462
"MOCH","ESV_091741",0.230769230769231
"MOCH","ESV_097580",0.461538461538462
"MOCH","ESV_097562",0.461538461538462
"MOCH","ESV_097453",0.461538461538462
"MOCH","ESV_097418",0.461538461538462
"MOCH","ESV_097358",0.461538461538462
"MOCH","ESV_097228",0.461538461538462
"MOCH","ESV_097150",0.461538461538462
"MOCH","ESV_097092",0.461538461538462
"MOCH","ESV_097906",0.435897435897436
"MOCH","ESV_097831",0.435897435897436
"MOCH","ESV_097869",0.435897435897436
"MOCH","ESV_097758",0.435897435897436
"MOCH","ESV_097472",0.435897435897436
"MOCH","ESV_002592",0.435897435897436
"MOCH","ESV_097445",0.435897435897436
"MOCH","ESV_097457",0.435897435897436
"MOCH","ESV_097336",0.435897435897436
"MOCH","ESV_097345",0.435897435897436
"MOCH","ESV_097193",0.435897435897436
"MOCH","ESV_097954",0.41025641025641
"MOCH","ESV_097916",0.41025641025641
"MOCH","ESV_083573",0.41025641025641
"MOCH","ESV_097811",0.41025641025641
"MOCH","ESV_097594",0.41025641025641
"MOCH","ESV_097559",0.41025641025641
"MOCH","ESV_097432",0.41025641025641
"MOCH","ESV_097395",0.41025641025641
"MOCH","ESV_097118",0.41025641025641
"MOCH","ESV_097122",0.41025641025641
"MOCH","ESV_097043",0.41025641025641
"MOCH","ESV_097761",0.384615384615385
"MOCH","ESV_097791",0.384615384615385
"MOCH","ESV_042060",0.384615384615385
"MOCH","ESV_097773",0.384615384615385
"MOCH","ESV_097614",0.384615384615385
"MOCH","ESV_097608",0.384615384615385
"MOCH","ESV_097467",0.384615384615385
"MOCH","ESV_097426",0.384615384615385
"MOCH","ESV_097359",0.384615384615385
"MOCH","ESV_097224",0.384615384615385
"MOCH","ESV_097132",0.384615384615385
"MOCH","ESV_097162",0.384615384615385
"MOCH","ESV_097026",0.384615384615385
"MOCH","ESV_097941",0.358974358974359
"MOCH","ESV_097873",0.358974358974359
"MOCH","ESV_097849",0.358974358974359
"MOCH","ESV_097847",0.358974358974359
"MOCH","ESV_097797",0.358974358974359
"MOCH","ESV_097741",0.358974358974359
"MOCH","ESV_097673",0.358974358974359
"MOCH","ESV_097654",0.358974358974359
"MOCH","ESV_097587",0.358974358974359
"MOCH","ESV_097637",0.358974358974359
"MOCH","ESV_097633",0.358974358974359
"MOCH","ESV_097626",0.358974358974359
"MOCH","ESV_097544",0.358974358974359
"MOCH","ESV_097437",0.358974358974359
"MOCH","ESV_097240",0.358974358974359
"MOCH","ESV_097195",0.358974358974359
"MOCH","ESV_097214",0.358974358974359
"MOCH","ESV_097179",0.358974358974359
"MOCH","ESV_097101",0.358974358974359
"MOCH","ESV_097187",0.358974358974359
"MOCH","ESV_096987",0.358974358974359
"MOCH","ESV_097884",0.333333333333333
"MOCH","ESV_047299",0.333333333333333
"MOCH","ESV_097771",0.333333333333333
"MOCH","ESV_097774",0.333333333333333
"MOCH","ESV_097671",0.333333333333333
"MOCH","ESV_097702",0.333333333333333
"MOCH","ESV_097565",0.333333333333333
"MOCH","ESV_097634",0.333333333333333
"MOCH","ESV_097619",0.333333333333333
"MOCH","ESV_097639",0.333333333333333
"MOCH","ESV_097558",0.333333333333333
"MOCH","ESV_097563",0.333333333333333
"MOCH","ESV_097303",0.333333333333333
"MOCH","ESV_097210",0.333333333333333
"MOCH","ESV_097206",0.333333333333333
"MOCH","ESV_097189",0.333333333333333
"MOCH","ESV_097140",0.333333333333333
"MOCH","ESV_097102",0.333333333333333
"MOCH","ESV_097959",0.307692307692308
"MOCH","ESV_097976",0.307692307692308
"MOCH","ESV_097920",0.307692307692308
"MOCH","ESV_097775",0.307692307692308
"MOCH","ESV_097728",0.307692307692308
"MOCH","ESV_097707",0.307692307692308
"MOCH","ESV_097698",0.307692307692308
"MOCH","ESV_097644",0.307692307692308
"MOCH","ESV_097638",0.307692307692308
"MOCH","ESV_097647",0.307692307692308
"MOCH","ESV_097512",0.307692307692308
"MOCH","ESV_097440",0.307692307692308
"MOCH","ESV_097391",0.307692307692308
"MOCH","ESV_097313",0.307692307692308
"MOCH","ESV_097199",0.307692307692308
"MOCH","ESV_097183",0.307692307692308
"MOCH","ESV_097174",0.307692307692308
"MOCH","ESV_097966",0.282051282051282
"MOCH","ESV_097950",0.282051282051282
"MOCH","ESV_097990",0.282051282051282
"MOCH","ESV_097871",0.282051282051282
"MOCH","ESV_097786",0.282051282051282
"MOCH","ESV_097652",0.282051282051282
"MOCH","ESV_097688",0.282051282051282
"MOCH","ESV_041131",0.282051282051282
"MOCH","ESV_097631",0.282051282051282
"MOCH","ESV_097650",0.282051282051282
"MOCH","ESV_097459",0.282051282051282
"MOCH","ESV_097311",0.282051282051282
"MOCH","ESV_097381",0.282051282051282
"MOCH","ESV_097388",0.282051282051282
"MOCH","ESV_097242",0.282051282051282
"MOCH","ESV_097284",0.282051282051282
"MOCH","ESV_097156",0.282051282051282
"MOCH","ESV_097155",0.282051282051282
"MOCH","ESV_097009",0.282051282051282
"MOCH","ESV_097014",0.282051282051282
"MOCH","ESV_097953",0.256410256410256
"MOCH","ESV_098002",0.256410256410256
"MOCH","ESV_097934",0.256410256410256
"MOCH","ESV_097835",0.256410256410256
"MOCH","ESV_097662",0.256410256410256
"MOCH","ESV_097640",0.256410256410256
"MOCH","ESV_097433",0.256410256410256
"MOCH","ESV_097322",0.256410256410256
"MOCH","ESV_097357",0.256410256410256
"MOCH","ESV_097285",0.256410256410256
"MOCH","ESV_097203",0.256410256410256
"MOCH","ESV_097225",0.256410256410256
"MOCH","ESV_097129",0.256410256410256
"MOCH","ESV_097133",0.256410256410256
"MOCH","ESV_097159",0.256410256410256
"MOCH","ESV_096995",0.256410256410256
"MOCH","ESV_097827",0.230769230769231
"MOCH","ESV_097716",0.230769230769231
"MOCH","ESV_097658",0.230769230769231
"MOCH","ESV_097641",0.230769230769231
"MOCH","ESV_097476",0.230769230769231
"MOCH","ESV_097514",0.230769230769231
"MOCH","ESV_097430",0.230769230769231
"MOCH","ESV_097281",0.230769230769231
"MOCH","ESV_097098",0.230769230769231
"MOCH","ESV_097141",0.230769230769231
"MOCH","ESV_097011",0.230769230769231
"MOCH","ESV_096996",0.230769230769231
"MOCH","ESV_097933",0.205128205128205
"MOCH","ESV_097573",0.205128205128205
"MOCH","ESV_097579",0.205128205128205
"MOCH","ESV_097554",0.205128205128205
"MOCH","ESV_097326",0.205128205128205
"MOCH","ESV_097387",0.205128205128205
"MOCH","ESV_097361",0.205128205128205
"MOCH","ESV_097383",0.205128205128205
"MOCH","ESV_097083",0.205128205128205
"MOCH","ESV_097019",0.205128205128205
"MOCH","ESV_097840",0.179487179487179
"MOCH","ESV_097812",0.179487179487179
"MOCH","ESV_097660",0.179487179487179
"MOCH","ESV_021083",0.179487179487179
"MOCH","ESV_097416",0.179487179487179
"MOCH","ESV_097241",0.179487179487179
"MOCH","ESV_097152",0.179487179487179
"MOCH","ESV_097971",0.153846153846154
"MOCH","ESV_097643",0.153846153846154
"MOCH","ESV_097520",0.153846153846154
"MOCH","ESV_097985",0.128205128205128
"MOCH","ESV_097837",0.128205128205128
"MOCH","ESV_097305",0.128205128205128
"MOCH","ESV_097354",0.128205128205128
"MOCH","ESV_097247",0.128205128205128
"MOCH","ESV_097123",0.128205128205128
"MOCH","ESV_097080",0.128205128205128
"MOCH","ESV_097663",0.102564102564103
"MOCH","ESV_097238",0.102564102564103
"MOCH","ESV_097018",0.102564102564103
